cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_sex,des_age,des_line,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename,cod_outfit,image_embedding
57067883-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57067883_99.jpg,"[6542, 5449]",[0.04246043 0.4504266  0.0115323  ... 0.53919333 0.1177981  0.10990827]
57044755-80,80,NUDE,PINK,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57044755_80.jpg,[5255],[0.11689802 2.1482081  0.00369705 ... 0.5461104  0.25451735 0.35282505]
57045938-02,02,OFFWHITE,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57045938_02.jpg,[5320],[0.         2.0811026  0.04825425 ... 1.4880772  0.13552088 0.24161974]
57049203-17,17,CARAMELO,YELLOW,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57049203_17.jpg,[5502],[0.31831238 1.3694094  0.21444164 ... 0.26096    0.24203996 0.53418785]
57097696-37,37,KHAKI,BROWN,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57097696_37.jpg,[7699],[0.02395049 0.9153782  0.05849256 ... 0.2128408  0.06430674 0.60413575]
37010684-CU,CU,CUERO,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2022_37010684_CU.jpg,[3962],[0.17523308 0.10784151 0.9667194  ... 0.07088839 0.19338842 0.21418773]
47095844-02,02,OFFWHITE,WHITE,Female,Adult,SHE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_47095844_02.jpg,[5768],[0.         0.81600934 0.0056651  ... 0.06639197 0.06938574 0.5379549 ]
47037825-CU,CU,CUERO,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47037825_CU.jpg,"[3503, 3433, 3569, 4980, 5745, 5775, 3501, 2652, 5647, 3546, 4884, 3547, 6198, 2609, 3981, 5105, 4443, 5124, 7394, 4883, 3398, 3449, 3548, 3980, 3989, 3995, 4439, 4891, 4988, 5134, 5581, 5657, 5678, 6203, 6997, 7005, 7403]",[0.05037639 0.00965737 0.7756826  ... 0.5129046  0.2161964  0.01260998]
57050037-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57050037_OR.jpg,"[5626, 5539]",[0.18138999 0.0329789  0.26500556 ... 0.98031235 0.04984822 0.0589626 ]
57010726-88,88,FUCSIA,PINK,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57010726_88.jpg,"[3514, 5097]",[0.45411834 0.44733515 0.0030408  ... 0.01922545 0.58851606 0.46928406]
47087132-08,08,BEIGE,WHITE,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_47087132_08.jpg,[4417],[0.         1.434658   0.31667536 ... 0.3833991  0.19797057 0.57076967]
57041028-83,83,ROSA PALO,PINK,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57041028_83.jpg,[5116],[0.03050807 2.061479   0.01119174 ... 0.04344961 0.07357382 0.62035996]
57040305-01,01,BLANCO,WHITE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57040305_01.jpg,"[5642, 5006, 3095]",[0.07376988 1.5869969  0.029297   ... 0.01314901 1.4499377  2.04261   ]
57050382-46,46,TURQUESA,BLUE,Female,Adult,SHE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57050382_46.jpg,"[3522, 4010, 4015, 5056, 2639, 5732]",[0.45986176 0.7898764  0.06651607 ... 0.12464487 0.12832658 0.66095644]
57015144-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57015144_TN.jpg,"[3697, 4719, 7281, 4637, 7042, 5351]",[0.30386648 2.1141622  0.07293236 ... 0.2522804  0.28265792 1.0239291 ]
57010481-20,20,NARANJA,ORANGE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57010481_20.jpg,[3474],[0.01029861 2.6489668  0.16483723 ... 0.05578711 0.20712718 0.27112034]
57065788-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57065788_99.jpg,[6363],[0.27247134 0.05484924 0.4269743  ... 0.05787564 0.06767708 0.31332126]
57050453-15,15,MOSTAZA,YELLOW,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57050453_15.jpg,"[5756, 5739]",[0.00477951 2.473862   0.21879101 ... 0.00338839 0.5335037  0.12164588]
57094414-94,94,GRIS MEDIO VIGORE,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57094414_94.jpg,[7521],"[7.3391065e-04 3.4309464e+00 1.5621261e-01 ... 4.8219651e-01 8.5560404e-02
 1.5327641e+00]"
57005974-TO,TO,TEJANO OSCURO,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57005974_TO.jpg,[3088],[0.44034195 1.4783214  0.0206794  ... 0.21859807 0.38833973 0.4282731 ]
57055983-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57055983_99.jpg,"[5343, 7553, 4538, 5230, 5231, 6009]",[0.0685152  2.2771356  0.11723223 ... 0.59534246 0.48064154 0.6334975 ]
57091502-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57091502_OR.jpg,"[3096, 3603, 6435, 3040, 6370, 3030, 3292, 6385, 7396, 4090, 7640, 5341, 2823, 6034, 6464, 3019, 3029, 4082, 3094, 7201, 3704, 4377, 5298, 5500, 6164, 6779, 6862, 6867, 7318, 7581, 7599, 7799]",[0.03567442 0.17989494 0.04790478 ... 0.6736979  0.832481   0.05062406]
57094431-DI,DI,DIRTY,BLUE,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57094431_DI.jpg,"[7536, 2931, 6327, 4070, 5270, 5962, 6738, 4625, 4594, 6722, 6856, 6843, 7086, 6844, 3849, 3724, 7118, 2941, 2943, 3680, 3804, 4316, 4317, 4320, 4325, 4764, 5357, 5433, 5444, 5528, 5940, 5941, 5945, 5965, 6011, 6079, 6081, 6085, 6086, 6363, 6365, 6380, 6515, 6562, 6792, 7138, 7146, 7295, 7310, 7566, 7651, 7747, 3323, 3243, 3304, 4773, 6536]",[0.41726905 1.1701674  0.05507261 ... 0.05885356 0.04159861 2.1183066 ]
57007771-03,03,HIELO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57007771_03.jpg,[3257],[0.         2.263026   0.01900646 ... 0.19742465 0.04139644 0.41244003]
57075812-85,85,ROSA,PINK,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57075812_85.jpg,[6797],[0.181038   2.1206968  0.14025714 ... 0.22829913 0.13289648 1.9206349 ]
57047760-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57047760_56.jpg,[5446],[0.06741441 1.8294753  0.35911572 ... 0.14224759 0.12926921 0.44214547]
57028280-52,52,AZUL,BLUE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57028280_52.jpg,[4361],[0.00901072 3.2346373  0.11048009 ... 0.952852   0.08587269 1.3878825 ]
43040692-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_43040692_OR.jpg,[2375],[0.07540295 0.87444705 0.01850881 ... 0.21828957 0.12656288 0.30066678]
53070611-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53070611_02.jpg,[1981],[0.07086876 1.2544566  0.43903634 ... 1.332939   0.0901748  0.5556151 ]
53030677-32,32,CHOCOLATE,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53030677_32.jpg,"[1205, 3129]",[0.00125064 0.0099245  0.00166539 ... 0.96832186 0.87898374 0.4265874 ]
51060677-08,08,BEIGE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_51060677_08.jpg,"[592, 1393, 1421, 1875, 1535, 1821, 2020, 641, 215, 1276, 1435, 105, 332, 1566, 2033, 1233, 2432]",[0.04813013 0.92912287 0.18791004 ... 0.44496706 0.28282717 1.0937963 ]
53060722-CU,CU,CUERO,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_53060722_CU.jpg,[1807],[0.         0.28125316 0.38896865 ... 0.42276132 0.3560298  0.18817316]
53079062-05,05,CRUDO,WHITE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2019_53079062_05.jpg,[2154],[0.14390565 3.002329   0.00683255 ... 0.23705004 0.15216556 0.5475704 ]
53080880-37,37,KHAKI,BROWN,Female,Adult,SHE,T-TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53080880_37.jpg,"[5, 1987, 1406, 2236, 513, 1754, 1784]",[0.05608012 0.27435362 0.1278711  ... 0.44123507 0.14724919 0.76812166]
43077046-05,05,CRUDO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2019_43077046_05.jpg,"[93, 325]",[0.00468798 0.17107949 0.00226194 ... 1.0733339  0.08440854 0.3169851 ]
51003746-85,85,ROSA,PINK,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51003746_85.jpg,[37],[0.08132413 3.5129294  0.04149123 ... 0.52775085 0.08402997 0.37670565]
53093047-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_53093047_99.jpg,"[6054, 4711, 896, 1581, 4570, 5254, 5909, 6334, 547, 1268, 1635, 2114, 58, 360, 424, 858, 2512, 3753, 6694, 726, 1392, 2216, 3940, 1419, 226, 363, 4597, 1095, 2529, 2960, 2518, 7377, 6886, 1917, 108, 2403, 6058, 3369, 4864, 7372, 525, 412, 3934, 5255, 3347, 4398, 546, 989, 1847, 1848, 2139, 2201, 2397, 2473, 2511, 3058, 3318, 3348, 3349, 3359, 3361, 3368, 3370, 3372, 3688, 3832, 3933, 3935, 3942, 3944, 3947, 3948, 3950, 4153, 4206, 4347, 4387, 4391, 4392, 4393, 4598, 4599, 4792, 4830, 4863, 4869, 5403, 5452, 5477, 5482, 5501, 5513, 6124, 6169, 6170, 6173, 6179, 6462, 6591, 6595, 6598, 6752, 6934, 6937, 6966, 6967, 6968, 6969, 6972, 7327, 7374, 7375, 7376, 7378, 7765, 7809, 7810]",[0.14254004 0.31609762 0.44657925 ... 0.80487823 0.18177778 0.0372318 ]
53091077-30,30,MARRON,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53091077_30.jpg,"[1475, 1476, 1685, 1932, 2495, 7503, 2302, 929, 3761, 5870, 7617, 4204, 2122, 2455, 1340, 318, 470, 7500]",[0.16531518 0.16170846 0.11651605 ... 0.7798927  0.0859794  0.9191487 ]
53041096-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53041096_OR.jpg,"[4297, 1045, 1046, 1047, 1264, 1417, 1717, 1849, 2050, 2260, 2457, 2467, 1057, 1448, 2109, 2151, 2309, 6714, 2545, 3910, 6952, 4732, 5457, 4746, 2570, 6802, 4267, 4747, 6887, 7262, 1134, 3829, 4609, 3677, 1847, 1941, 3308, 5937, 6037, 1153, 5454, 6053, 7614]",[0.00461555 0.18717551 0.00387828 ... 1.6978999  0.01390316 0.4828415 ]
53065024-30,30,MARRON,BROWN,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53065024_30.jpg,"[123, 3140, 1700, 1919, 3821, 1497, 7696, 3181]",[0.00432666 0.2654681  0.03203887 ... 0.48339966 0.0877157  1.8210384 ]
51015740-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_51015740_99.jpg,"[787, 3865, 752, 4723, 549, 85, 3308, 3816, 5937]",[0.31269383 4.0538564  0.11335941 ... 0.32130322 0.29588002 1.1908703 ]
57007697-09,09,CAMEL,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57007697_09.jpg,[3185],"[1.5704699e-03 3.2852836e+00 0.0000000e+00 ... 5.4373300e-01 8.3907209e-02
 6.8233162e-01]"
57007109-92,92,GRIS,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57007109_92.jpg,[3154],[0.05267791 3.786583   0.0389967  ... 0.49678516 0.07600266 1.52557   ]
57015926-45,45,AGUA,GREEN,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57015926_45.jpg,[3744],[0.         1.509853   0.00302756 ... 0.62462574 0.30598643 1.0734063 ]
57019209-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57019209_99.jpg,[3939],[0.37190464 2.2869344  0.23512913 ... 0.2926503  0.2505329  0.83610517]
51083792-15,15,MOSTAZA,YELLOW,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51083792_15.jpg,[470],[0.02301673 0.7758965  0.1481052  ... 0.17575818 0.13793398 1.5572475 ]
57007902-07,07,ARENA,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57007902_07.jpg,[3286],[0.         3.514783   0.0173179  ... 0.70029014 0.11042635 1.1585891 ]
57027698-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57027698_99.jpg,"[6419, 4293]",[0.20093326 2.8004344  0.3499557  ... 0.2060658  0.1347387  2.188035  ]
53035770-56,56,NAVY,BLUE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53035770_56.jpg,[1344],[0.03763899 3.6022756  0.08193341 ... 0.8783982  0.0853659  0.70152545]
57027893-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57027893_99.jpg,"[4347, 3868]",[0.04644896 3.580941   0.         ... 0.36195996 0.05411457 2.2518141 ]
57029604-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_57029604_56.jpg,[4407],[0.85940033 1.4284678  0.49756667 ... 0.23616904 0.35026157 1.3067108 ]
67010585-09,09,CAMEL,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2020_67010585_09.jpg,[6486],[0.03908722 3.140838   0.14112774 ... 0.31269205 0.09790485 0.66470736]
47074023-01,01,BLANCO,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_47074023_01.jpg,"[2665, 2585, 2586, 2589, 2647, 2708, 2797, 3401, 3562, 4037, 4419, 4421, 4423, 4876, 5565, 5728, 7001, 7385, 7392, 2604, 3976]","[4.7194645e-02 3.6913764e+00 3.5613611e-01 ... 2.1614621e-03 1.2375608e-01
 1.8912253e+00]"
47009026-PL,PL,PLATA,GREY,Female,Adult,SHE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini pantie,datathon/images/2023_47009026_PL.jpg,"[2723, 2725]",[0.16910037 1.3566306  0.12451281 ... 1.1677593  0.04684305 0.09227902]
57050259-56,56,NAVY,BLUE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57050259_56.jpg,"[4939, 5664, 6248]",[0.04516708 2.3804548  0.03728326 ... 0.07176568 0.03555535 0.79911035]
57013778-88,88,FUCSIA,PINK,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57013778_88.jpg,[3584],[0.04275564 0.8322405  0.00955581 ... 0.         0.20967029 0.72807604]
57044397-50,50,CELESTE,BLUE,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57044397_50.jpg,"[5234, 5880]",[0.33445117 1.4918591  0.12755556 ... 0.00510529 0.49838197 0.63762623]
57000428-01,01,BLANCO,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57000428_01.jpg,"[2695, 3719]",[0.28092712 1.6783012  0.31968713 ... 0.02710587 0.1181441  1.5245992 ]
57000451-07,07,ARENA,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57000451_07.jpg,"[2703, 6275]",[0.         0.3415187  0.04846811 ... 0.00432814 0.77824247 0.1556198 ]
57006720-56,56,NAVY,BLUE,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57006720_56.jpg,[3145],[0.1918355  3.429483   0.30304903 ... 0.24378644 0.22945815 1.6712067 ]
57074012-07,07,ARENA,WHITE,Female,Adult,SHE,K-CIRCULAR,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57074012_07.jpg,"[6702, 7074]",[0.00499417 2.619958   0.16465162 ... 0.52914834 0.16312724 0.94852453]
57001096-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57001096_02.jpg,"[2771, 3488, 2753]",[0.21433806 0.303035   0.35047534 ... 0.         0.64062256 0.8292734 ]
57023811-52,52,AZUL,BLUE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57023811_52.jpg,[4092],[0.5148131  3.075402   0.3529828  ... 0.30782744 0.0760709  0.44092453]
57045972-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57045972_99.jpg,"[2870, 5339, 5269, 6917, 7137, 7169, 7308, 7311, 7567, 7733]",[0.05237475 0.13474752 0.59481776 ... 0.04467612 0.08395279 0.02264995]
57078265-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Outer Vest,Outer vest,datathon/images/2023_57078265_99.jpg,[6940],[0.03189921 0.78321403 0.08442922 ... 0.34720954 0.08545888 0.        ]
57025980-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57025980_99.jpg,[4236],[0.23331127 2.1118784  0.35886386 ... 0.08701233 0.04301922 0.5369074 ]
57015982-78,78,BURDEOS,RED,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57015982_78.jpg,[3783],[0.09926882 0.63942647 0.2909522  ... 1.4839841  0.03996235 2.3213084 ]
57057717-OR,OR,ORO,WHITE,Female,Adult,SHE,K-CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57057717_OR.jpg,"[5412, 6063, 7709]",[0.14707415 1.7667694  0.01866454 ... 0.25861797 0.14775668 1.1950127 ]
57006011-OR,OR,ORO,WHITE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57006011_OR.jpg,[3103],[0.10382672 0.16222906 0.04857487 ... 0.91454774 0.4114337  0.08967537]
57027741-20,20,NARANJA,ORANGE,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57027741_20.jpg,[4318],[0.04213073 0.25508446 0.01456612 ... 0.38784721 0.49132153 0.16258483]
67040288-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2024_67040288_99.jpg,"[6160, 5495, 3334, 6587, 4852, 7370, 3343, 7793, 4372, 5493, 6158, 3336, 6152, 4846, 6159, 3923, 7365]",[0.46105576 0.24800634 0.5912468  ... 0.47672474 0.16775888 0.16471758]
43035742-01,01,BLANCO,WHITE,Male,Adult,HE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_43035742_01.jpg,"[244, 443]",[0.12825264 0.275166   0.07266212 ... 1.5243205  0.02890876 0.58174723]
43045777-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini top,datathon/images/2019_43045777_99.jpg,[1824],[0.         1.9617718  0.06835351 ... 1.6091329  0.         0.02605013]
43027025-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_43027025_99.jpg,"[435, 598, 630, 1406, 2236, 93, 148, 1172, 1381]",[0.05145608 0.01381632 0.13960506 ... 0.9589046  0.17530465 0.46072295]
53070584-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53070584_02.jpg,"[839, 865, 843, 1970, 2115]",[0.04903353 0.799964   0.46937734 ... 1.0862311  0.21662039 2.0321646 ]
53020606-30,30,MARRON,BROWN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53020606_30.jpg,"[981, 3057]",[0.49284276 0.24401203 0.32440445 ... 0.05068126 0.37502995 0.18511611]
53070520-52,52,AZUL,BLUE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53070520_52.jpg,[1957],[0.         0.67197526 0.12440842 ... 2.9767084  0.05912504 0.63679844]
53020866-13,13,AMARILLO FLUOR,YELLOW,Female,Adult,SHE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53020866_13.jpg,[1021],[0.11437666 3.1397398  0.26498485 ... 2.244095   0.26979464 1.2113763 ]
53063714-06,06,PIEDRA,WHITE,Female,Adult,SHE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53063714_06.jpg,"[1876, 1120]","[8.8611653e-04 2.4304273e+00 3.5032853e-02 ... 1.1335424e+00 1.0815198e-01
 7.7056956e-01]"
53080913-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53080913_02.jpg,[2241],[0.06646333 0.5303551  0.15748297 ... 0.6285168  0.5074912  0.9172731 ]
53070860-05,05,CRUDO,WHITE,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53070860_05.jpg,[2026],[0.21508192 0.8007643  0.26246643 ... 0.71988386 0.03867285 0.14454333]
53045028-99,99,NEGRO,GREY,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53045028_99.jpg,[1486],[0.721274   0.         0.3134933  ... 0.578961   1.1939666  0.17501956]
51093789-30,30,MARRON,BROWN,Female,Adult,SHE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51093789_30.jpg,"[3158, 1004, 4662, 549, 7603]",[0.04101592 2.71186    0.02846219 ... 0.0881859  0.1463515  1.7876178 ]
53075778-99,99,NEGRO,GREY,Female,Adult,SHE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53075778_99.jpg,[2146],[0.00963413 2.3044944  0.07574088 ... 0.33795983 0.11665895 2.52286   ]
57035904-02,02,OFFWHITE,WHITE,Female,Adult,SHE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_57035904_02.jpg,[4654],[0.83691823 1.2478155  0.19055815 ... 0.18343425 0.5824886  0.07665334]
57955903-43,43,VERDE,GREEN,Female,Adult,SHE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_57955903_43.jpg,[7834],[0.0289907  0.34719795 0.8529776  ... 0.3432274  0.13533185 0.9457401 ]
53005032-TN,TN,TEJANO NEGRO,GREY,Female,Adult,SHE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53005032_TN.jpg,"[4610, 879, 1330, 1494, 1707, 2126, 466, 1086, 1718, 3288, 4663, 922, 1521, 7604, 2547, 1923, 2517, 413, 747]",[0.42853755 1.8747443  0.07958648 ... 0.3253264  0.1835224  0.7640646 ]
57075941-96,96,GRIS OSCURO VIGORE,GREY,Female,Adult,SHE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57075941_96.jpg,[6823],[0.03059694 2.712769   0.01844803 ... 0.6648602  0.12876981 0.9483204 ]
57007900-99,99,NEGRO,GREY,Female,Adult,SHE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57007900_99.jpg,"[3284, 1106]",[0.0054228  3.1824417  0.159232   ... 0.426209   0.14189689 1.5037842 ]
